# British to US spellings from the English Speller Database: en-wl/wordlist data/scowl-pre.txt at 1e5b7d3.
#
# Copyright 2000-2026 by Kevin Atkinson
#
# Permission to use, copy, modify, distribute, and sell any part of the English
# Speller Database (ESDB, previously known as SCOWLv2), or word lists
# created from it, is hereby granted without fee, provided that the above
# copyright notice appears in all copies and that both the above copyright
# notice and this notice appear in supporting documentation.  Kevin Atkinson
# makes no representations about the suitability of this database for any
# purpose.  It is provided "as is" without express or implied warranty.
-bicolour	-bicolor
toxaemia	toxemia
toxaemias	toxemias
toxaemic	toxemic
trabeatae	trabeate
trabeculae	trabecule
traditionalise	traditionalize
traditionalises	traditionalizes
trammelled	trammeled
trammeller	trammeler
trammellers	trammelers
trammelling	trammeling
tranquilisation	tranquilization
tranquilisations	tranquilizations
tranquilisingly	tranquilizingly
tranquillisation	tranquillization
tranquillise	tranquilize
tranquillised	tranquilized
tranquilliser	tranquilizer
tranquillisers	tranquilizers
tranquillises	tranquilizes
tranquillising	tranquilizing
tranquillisingly	tranquillizingly
tranquillities	tranquilities
tranquillity	tranquility
transcendentalise	transcendentalize
transcendentalised	transcendentalized
transcendentalises	transcendentalizes
transcendentalising	transcendentalizing
transistorisation	transistorization
transistorisations	transistorizations
transistorise	transistorize
transistorised	transistorized
transistorises	transistorizes
transistorising	transistorizing
transparentise	transparentize
transparentises	transparentizes
traumatisation	traumatization
traumatisations	traumatizations
traumatise	traumatize
traumatised	traumatized
traumatises	traumatizes
traumatising	traumatizing
travelled	traveled
traveller	traveler
travellers	travelers
travelling	traveling
travellings	travelings
tref	terf
trema	terma
trematic	termatic
triaene	triene
trialled	trialed
trialling	trialing
trichinisation	trichinization
trichinisations	trichinizations
trichinise	trichinize
trichinised	trichinized
trichinises	trichinizes
trichinising	trichinizing
trichloroethylene	trichlorethylene
trichloroethylenes	trichlorethylenes
trichotomise	trichotomize
trichotomised	trichotomized
trichotomises	trichotomizes
trichotomising	trichotomizing
tricolour	tricolor
tricoloured	tricolored
tricolours	tricolors
trioecious	triecious
trivialisation	trivialization
trivialisations	trivializations
trivialise	trivialize
trivialised	trivialized
trivialises	trivializes
trivialising	trivializing
tropaeolin	tropeolin
tropicalisation	tropicalization
tropicalisations	tropicalizations
tropicalise	tropicalize
tropicalised	tropicalized
tropicalises	tropicalizes
tropicalising	tropicalizing
trowelled	troweled
troweller	troweler
trowellers	trowelers
trowelling	troweling
trubenise	trubenize
trubenised	trubenized
trubenises	trubenizes
trubenising	trubenizing
tsar	czar
tsars	czars
tsouris	tsoris
tuberculisation	tuberculization
tuberculise	tuberculize
tuberculised	tuberculized
tuberculises	tuberculizes
tuberculising	tuberculizing
tularaemia	tularemia
tularaemias	tularemias
tularaemic	tularemic
tumbril	tumbrel
tumbrils	tumbrels
tumour	tumor
tumours	tumors
tunnelled	tunneled
tunneller	tunneler
tunnellers	tunnelers
tunnelling	tunneling
tunnellings	tunnelings
turkicise	turkicize
turkicised	turkicized
turkicises	turkicizes
turkicising	turkicizing
tutorise	tutorize
tutorised	tutorized
tutorises	tutorizes
tutorising	tutorizing
twire	twier
twires	twiers
tyrannise	tyrannize
tyrannised	tyrannized
tyranniser	tyrannizer
tyrannisers	tyrannizers
tyrannises	tyrannizes
tyrannising	tyrannizing
tyre	tire
unacclimatised	unacclimatized
unalphabetised	unalphabetized
unamortised	unamortized
unanalysable	unanalyzable
unanalysed	unanalyzed
unapologising	unapologizing
unappetising	unappetizing
unappetisingly	unappetizingly
unapprised	unapprized
unarmoured	unarmored
unauthorised	unauthorized
unbaptise	unbaptize
unbaptised	unbaptized
unbaptises	unbaptizes
unbaptising	unbaptizing
unbarricadoed	unbarricaded
unbeknown	unbeknownst
uncancelled	uncanceled
uncanonise	uncanonize
uncanonised	uncanonized
uncanonises	uncanonizes
uncanonising	uncanonizing
uncapitalised	uncapitalized
unchastisable	unchastizable
unchastised	unchastized
unchristianise	unchristianize
unchristianised	unchristianized
unchristianises	unchristianizes
unchristianising	unchristianizing
uncivilised	uncivilized
uncivilisedly	uncivilizedly
uncivilisedness	uncivilizedness
uncoloured	uncolored
unconcreted	unconcerted
uncrystallisable	uncrystallizable
uncrystallised	uncrystallized
undercapitalisation	undercapitalization
undercapitalisations	undercapitalizations
undercapitalise	undercapitalize
undercapitalised	undercapitalized
undercapitalises	undercapitalizes
undercapitalising	undercapitalizing
underemphasise	underemphasize
underemphasised	underemphasized
underemphasises	underemphasizes
underemphasising	underemphasizing
underprise	underprize
underprised	underprized
underprises	underprizes
underprising	underprizing
underutilisation	underutilization
underutilisations	underutilizations
underutilise	underutilize
underutilised	underutilized
underutilises	underutilizes
underutilising	underutilizing
undishonoured	undishonored
undramatised	undramatized
unequalled	unequaled
unfavourable	unfavorable
unfavourableness	unfavorableness
unfavourablenesses	unfavorablenesses
unfavourably	unfavorably
unfavourite	unfavorite
unfertilised	unfertilized
unfeudalise	unfeudalize
unfeudalised	unfeudalized
unfeudalises	unfeudalizes
unfeudalising	unfeudalizing
unflavoured	unflavored
unformalised	unformalized
unfossilised	unfossilized
unharbour	unharbor
unhonoured	unhonored
unhouselled	unhouseled
unhumanise	unhumanize
unhumanised	unhumanized
unhumanises	unhumanizes
unhumanising	unhumanizing
unhumourous	unhumorous
unhydrolysed	unhydrolyzed
unicolour	unicolor
unicolourate	unicolorate
unicoloured	unicolored
unicolourous	unicolorous
uniformise	uniformize
uniformised	uniformized
uniformises	uniformizes
uniformising	uniformizing
unimmunised	unimmunized
unindustrialised	unindustrialized
uninitialised	uninitialized
unionisation	unionization
unionisations	unionizations
unionise	unionize
unionised	unionized
unioniser	unionizer
unionisers	unionizers
unionises	unionizes
unionising	unionizing
unitisation	unitization
unitisations	unitizations
unitise	unitize
unitised	unitized
unitises	unitizes
unitising	unitizing
universalisation	universalization
universalisations	universalizations
universalise	universalize
universalised	universalized
universalises	universalizes
universalising	universalizing
unkennelled	unkenneled
unkennelling	unkenneling
unlabelled	unlabeled
unlaboured	unlabored
unlabouring	unlaboring
unlearnt	unlearned
unlevelled	unleveled
unlevelling	unleveling
unlocalise	unlocalize
unlocalised	unlocalized
unmacadamised	unmacadamized
unmaterialised	unmaterialized
unmechanise	unmechanize
unmechanised	unmechanized
unmechanises	unmechanizes
unmechanising	unmechanizing
unmemorised	unmemorized
unmethodised	unmethodized
unmitre	unmiter
unmitred	unmitered
unmitres	unmiters
unmitring	unmitering
unmodernised	unmodernized
unmoralise	unmoralize
unmoralised	unmoralized
unmoralising	unmoralizing
unnaturalise	unnaturalize
unnaturalised	unnaturalized
unnaturalises	unnaturalizes
unnaturalising	unnaturalizing
unneighboured	unneighbored
unneighbourliness	unneighborliness
unneighbourly	unneighborly
unorganised	unorganized
unoxidised	unoxidized
unpasteurised	unpasteurized
unpatronised	unpatronized
unpolarisable	unpolarizable
unpolarised	unpolarized
unpractised	unpracticed
unpressurised	unpressurized
unprotestantise	unprotestantize
unprotestantised	unprotestantized
unprotestantises	unprotestantizes
unprotestantising	unprotestantizing
unpublicised	unpublicized
unquantised	unquantized
unravelled	unraveled
unraveller	unraveler
unravellers	unravelers
unravelling	unraveling
unrealisable	unrealizable
unrealise	unrealize
unrealised	unrealized
unrealises	unrealizes
unrealising	unrealizing
unrecognisable	unrecognizable
unrecognisably	unrecognizably
unrecognised	unrecognized
unrecognising	unrecognizing
unrivalled	unrivaled
unromanised	unromanized
unromanticised	unromanticized
unsavourily	unsavorily
unsavouriness	unsavoriness
unsavourinesses	unsavorinesses
unsavoury	unsavory
unsceptred	unsceptered
unscoured	unscored
unscrutinised	unscrutinized
unsensitise	unsensitize
unsensitised	unsensitized
unsensualise	unsensualize
unsensualised	unsensualized
unsensualises	unsensualizes
unsensualising	unsensualizing
unsepulchred	unsepulchered
unshakeable	unshakable
unsocialised	unsocialized
unspecialised	unspecialized
unspiritualise	unspiritualize
unspiritualised	unspiritualized
unspiritualises	unspiritualizes
unspiritualising	unspiritualizing
unstandardised	unstandardized
unsterilised	unsterilized
unstigmatised	unstigmatized
unsubsidised	unsubsidized
unsubstantialise	unsubstantialize
unsubstantialised	unsubstantialized
unsubstantialises	unsubstantializes
unsubstantialising	unsubstantializing
unsuccoured	unsuccored
unsymmetrised	unsymmetrized
unsympathising	unsympathizing
unsynchronised	unsynchronized
unsystematised	unsystematized
untrammelled	untrammeled
unutilised	unutilized
unverbalised	unverbalized
unvocalised	unvocalized
unvulcanised	unvulcanized
unvulgarise	unvulgarize
unvulgarised	unvulgarized
unvulgarises	unvulgarizes
unvulgarising	unvulgarizing
updraught	updraft
updraughts	updrafts
uraemia	uremia
uraemias	uremias
uraemic	uremic
uralitisation	uralitization
uralitise	uralitize
uralitised	uralitized
uralitises	uralitizes
uralitising	uralitizing
urbanisation	urbanization
urbanisations	urbanizations
urbanise	urbanize
urbanised	urbanized
urbanises	urbanizes
urbanising	urbanizing
urinaemia	urinemia
urinaemic	urinemic
utilisable	utilizable
utilisation	utilization
utilisations	utilizations
utilise	utilize
utilised	utilized
utiliser	utilizer
utilisers	utilizers
utilises	utilizes
utilising	utilizing
utilitarianise	utilitarianize
utilitarianised	utilitarianized
utilitarianises	utilitarianizes
utilitarianising	utilitarianizing
utopianise	utopianize
utopianised	utopianized
utopianiser	utopianizer
utopianisers	utopianizers
utopianises	utopianizes
utopianising	utopianizing
vacuolisation	vacuolization
vagabondise	vagabondize
vagabondised	vagabondized
vagabondises	vagabondizes
vagabondising	vagabondizing
valorisation	valorization
valorisations	valorizations
valorise	valorize
valorised	valorized
valorises	valorizes
valorising	valorizing
valour	valor
valourousness	valorousness
valours	valors
valvulae	valvule
vampirise	vampirize
vampirised	vampirized
vampirises	vampirizes
vampirising	vampirizing
vandalisation	vandalization
vandalisations	vandalizations
vandalise	vandalize
vandalised	vandalized
vandalises	vandalizes
vandalising	vandalizing
vaporisable	vaporizable
vaporisation	vaporization
vaporisations	vaporizations
vaporise	vaporize
vaporised	vaporized
vaporiser	vaporizer
vaporisers	vaporizers
vaporises	vaporizes
vaporising	vaporizing
vapour	vapor
vapourabilities	vaporabilities
vapourability	vaporability
vapourable	vaporable
vapoured	vapored
vapourer	vaporer
vapourers	vaporers
vapourific	vaporific
vapourimeter	vaporimeter
vapouring	vaporing
vapouringly	vaporingly
vapourings	vaporings
vapourish	vaporish
vapourishness	vaporishness
vapourishnesses	vaporishnesses
vapourously	vaporously
vapours	vapors
vapourware	vaporware
vapoury	vapory
varicoloured	varicolored
vascularisation	vascularization
vascularisations	vascularizations
vascularise	vascularize
vascularised	vascularized
vascularises	vascularizes
vascularising	vascularizing
vasectomise	vasectomize
vassalise	vassalize
vassalised	vassalized
vassalises	vassalizes
vassalising	vassalizing
vavasour	vavasor
vavasours	vavasors
vectorisation	vectorization
vectorise	vectorize
vectorised	vectorized
vectorises	vectorizes
vectorising	vectorizing
velarisation	velarization
velarisations	velarizations
velarise	velarize
velarised	velarized
velarises	velarizes
velarising	velarizing
ventre	venter
ventres	venters
ventriloquise	ventriloquize
ventriloquised	ventriloquized
ventriloquises	ventriloquizes
ventriloquising	ventriloquizing
venulae	venule
verbalisation	verbalization
verbalisations	verbalizations
verbalise	verbalize
verbalised	verbalized
verbaliser	verbalizer
verbalisers	verbalizers
verbalises	verbalizes
verbalising	verbalizing
verey	veery
vernacularisation	vernacularization
vernacularise	vernacularize
vernacularised	vernacularized
vernacularises	vernacularizes
vernacularising	vernacularizing
vernalisation	vernalization
vernalisations	vernalizations
vernalise	vernalize
vernalised	vernalized
vernalises	vernalizes
vernalising	vernalizing
versicolour	versicolor
versicoloured	versicolored
vetoer	veter
vialled	vialed
vialling	vialing
victimisation	victimization
victimisations	victimizations
victimise	victimize
victimised	victimized
victimiser	victimizer
victimisers	victimizers
victimises	victimizes
victimising	victimizing
victorianise	victorianize
victorianises	victorianizes
victuallage	victualage
victuallages	victualages
victualled	victualed
victualler	victualer
victuallers	victualers
victualless	victualess
victualling	victualing
vietnamise	vietnamize
vietnamised	vietnamized
vietnamises	vietnamizes
vietnamising	vietnamizing
vigour	vigor
vigourless	vigorless
vigours	vigors
villagisation	villagization
villagisations	villagizations
viraemia	viremia
viraemias	viremias
viraemic	viremic
vire	vier
vires	viers
virilisation	virilization
virilisations	virilizations
virtualisation	virtualization
visard	vizard
visards	vizards
visualisation	visualization
visualisations	visualizations
visualise	visualize
visualised	visualized
visualiser	visualizer
visualisers	visualizers
visualises	visualizes
visualising	visualizing
vitalisation	vitalization
vitalisations	vitalizations
vitalise	vitalize
vitalised	vitalized
vitaliser	vitalizer
vitalisers	vitalizers
vitalises	vitalizes
vitalising	vitalizing
vitaminise	vitaminize
vitaminised	vitaminized
vitaminises	vitaminizes
vitaminising	vitaminizing
vitriolisation	vitriolization
vitriolisations	vitriolizations
vitriolise	vitriolize
vitriolised	vitriolized
vitriolises	vitriolizes
vitriolising	vitriolizing
vivandire	vivandier
viverrinae	viverrine
vivre	viver
vivres	vivers
vocalisation	vocalization
vocalisations	vocalizations
vocalise	vocalize
vocalised	vocalized
vocaliser	vocalizer
vocalisers	vocalizers
vocalises	vocalizes
vocalising	vocalizing
volatilisable	volatilizable
volatilisation	volatilization
volatilisations	volatilizations
volatilise	volatilize
volatilised	volatilized
volatiliser	volatilizer
volatilisers	volatilizers
volatilises	volatilizes
volatilising	volatilizing
volcanisation	volcanization
volcanisations	volcanizations
volcanise	volcanize
volcanised	volcanized
volcanises	volcanizes
volcanising	volcanizing
vowelisation	vowelization
vowelisations	vowelizations
vowelise	vowelize
vowelised	vowelized
vowelises	vowelizes
